epoch,train_loss,val_loss,fold
58,0.04161009429530664,0.04125579074025154,4
59,0.032394535331563515,0.04274279996752739,4
60,0.03484233096241951,0.03987591713666916,4
61,0.034086040475151756,0.038968514651060104,4
62,0.03488111597570506,0.03715962544083595,4
63,0.031023062426935543,0.044496651738882065,4
64,0.03494467484680089,0.043630316853523254,4
65,0.03138598291711374,0.03878604993224144,4
66,0.03332206065004522,0.037090644240379333,4
67,0.031814245845783844,0.043077703565359116,4
68,0.03798542967574163,0.04227238520979881,4
69,0.03546131723983721,0.03484281152486801,4
70,0.03737614845687693,0.03412507846951485,4
71,0.03187431445853277,0.04155111312866211,4
72,0.03365166332911362,0.04147188737988472,4
73,0.029011320830746132,0.04042645916342735,4
74,0.028787943788550117,0.04099012911319733,4
75,0.03258237293498083,0.04100240394473076,4
76,0.02844072374599901,0.0395255871117115,4
77,0.027184087444435467,0.0351376049220562,4
78,0.029318913478742947,0.03757833316922188,4
79,0.028949268500913273,0.040817178785800934,4
80,0.027421501888470215,0.03626085817813873,4
81,0.03232342360371893,0.04112504422664642,4
82,0.03154185668311336,0.037433091551065445,4
83,0.025489886037328026,0.03720339760184288,4
84,0.041659101251174106,0.04766961559653282,4
85,0.03231171213767745,0.04044434055685997,4
86,0.033647448840466415,0.04166962578892708,4
87,0.039624087173830376,0.040968213230371475,4
88,0.029090790078043938,0.03791678324341774,4
89,0.029986268756064503,0.042564649134874344,4
90,0.026661725376139988,0.0401618666946888,4
91,0.029895410788330166,0.03901567682623863,4
92,0.028005367314273662,0.03891047462821007,4
93,0.028660621494054794,0.0356595516204834,4
94,0.029495895755561916,0.036898061633110046,4
95,0.030236828056248752,0.03762110695242882,4
96,0.0362976687875661,0.040254537016153336,4
97,0.035058707506819206,0.03765363618731499,4
98,0.031078753315589645,0.036603014916181564,4
1,0.22610901431603866,0.04615047201514244,5
2,0.13892659883607517,0.035036053508520126,5
3,0.11000625789165497,0.044110432267189026,5
4,0.09087681804190982,0.06741724163293839,5
5,0.08650572327050296,0.045862432569265366,5
6,0.08072557706724513,0.04601500928401947,5
7,0.07034709880297835,0.0646660104393959,5
8,0.07185921953483061,0.05562417581677437,5
9,0.06566829200495373,0.07904147356748581,5
10,0.061413185840303246,0.07228849083185196,5
11,0.05580668083646081,0.07016917318105698,5
12,0.05270437015728517,0.07781504839658737,5
13,0.05195975337516178,0.09267422556877136,5
14,0.05439599772745913,0.08712590485811234,5
15,0.05316681042313576,0.07500012964010239,5
16,0.049580043351108376,0.08376254886388779,5
17,0.05101513659412211,0.0795675739645958,5
18,0.04456070776690136,0.06693466752767563,5
19,0.05034792186184363,0.09515135735273361,5
20,0.04200188866393133,0.07272761315107346,5
21,0.04721390591426329,0.09301996976137161,5
22,0.03955945423380895,0.07042574882507324,5
23,0.04257868298075416,0.12740372121334076,5
24,0.045619096268307076,0.07805538922548294,5
25,0.04381386867978356,0.08580651879310608,5
26,0.04587752439758994,0.07432316243648529,5
27,0.04289315336129882,0.11636243015527725,5
28,0.04234990342096849,0.07199187576770782,5
29,0.04018638367679986,0.1159188449382782,5
30,0.041727804324843666,0.09238874167203903,5
1,0.2508739909778039,0.1163603886961937,6
2,0.1457891557365656,0.11501879245042801,6
3,0.11424405003587405,0.0917528048157692,6
4,0.0998538142691056,0.10547449439764023,6
5,0.09258391832311948,0.0997176393866539,6
6,0.08017644130935271,0.10241181403398514,6
7,0.08230998429159324,0.09858617186546326,6
8,0.06981250271201134,0.11250477284193039,6
9,0.0733505751316746,0.11974427103996277,6
10,0.06779930740594864,0.12873095273971558,6
11,0.06642833569397529,0.11260025948286057,6
12,0.06410202228774627,0.1104341521859169,6
13,0.057569180925687156,0.11840727180242538,6
14,0.05547048461933931,0.11309120804071426,6
15,0.056959922735889755,0.10319928079843521,6
16,0.05572378759582838,0.11067506670951843,6
17,0.053009976322452225,0.12887312471866608,6
18,0.050131299222509064,0.09330516308546066,6
19,0.05020377536614736,0.09640789031982422,6
20,0.0464501203969121,0.1113564595580101,6
21,0.04801453339556853,0.1033683642745018,6
22,0.048325742284456887,0.09381850808858871,6
23,0.04626489197835326,0.11421582102775574,6
24,0.04792900445560614,0.09852266311645508,6
25,0.045520402335872255,0.09744316339492798,6
26,0.0440052238603433,0.11059961467981339,6
27,0.04327617368350426,0.09806913137435913,6
28,0.04054948718597492,0.096352718770504,6
29,0.04634250172724327,0.09123343229293823,6
30,0.037774095932642617,0.09374895691871643,6
31,0.03910530420641104,0.10019999742507935,6
32,0.03680672186116377,0.09132959693670273,6
33,0.03925020480528474,0.09379108995199203,6
34,0.04154527156303326,0.09036973863840103,6
35,0.03468497795984149,0.09398447722196579,6
36,0.037406333101292454,0.08740439265966415,6
37,0.0362889776006341,0.10544576495885849,6
38,0.0411522692690293,0.08544256538152695,6
39,0.0427643908187747,0.09794610738754272,6
40,0.03404327854514122,0.09655416756868362,6
41,0.03310225919509927,0.09431921690702438,6
42,0.03484744982173046,0.08045468479394913,6
43,0.03315767118086418,0.09085070341825485,6
44,0.03391271783038974,0.09353578090667725,6
45,0.0333275618031621,0.09300797432661057,6
46,0.03268512866149346,0.086451955139637,6
47,0.038200591846058764,0.09448143094778061,6
48,0.03610028667996327,0.0949268713593483,6
49,0.033854212456693254,0.09748119115829468,6
50,0.03144600118199984,0.08265190571546555,6
51,0.029126157828917105,0.09412296861410141,6
52,0.032249330853422485,0.09194528311491013,6
53,0.03228860984866818,0.08908145874738693,6
54,0.033989370645334326,0.08335685729980469,6
55,0.031936549271146454,0.091907799243927,6
56,0.027268613843868177,0.0873524472117424,6
57,0.03342258449022969,0.09220895171165466,6
58,0.03349160077050328,0.09016997367143631,6
59,0.033275230011592306,0.09196197241544724,6
60,0.031003981363028288,0.093061663210392,6
61,0.02895996595422427,0.08714208751916885,6
62,0.028944142473240692,0.08904746174812317,6
63,0.03618732436249653,0.08240950852632523,6
64,0.03137487747396032,0.08700460940599442,6
65,0.03187766531482339,0.08529603481292725,6
66,0.03183917018274466,0.07916653901338577,6
67,0.033855810295790434,0.08286520838737488,6
68,0.030650058295577765,0.09576442837715149,6
69,0.03049212461337447,0.08103222399950027,6
70,0.02684009975443284,0.08207856118679047,6
71,0.02903175229827563,0.08904995769262314,6
72,0.030037674276779096,0.08441650867462158,6
73,0.027885467279702425,0.07327823340892792,6
74,0.025917941937223077,0.08159240335226059,6
75,0.028358236110458773,0.078424371778965,6
76,0.025969622811923426,0.07756122201681137,6
77,0.0281701167114079,0.07422574609518051,6
78,0.026813682013501722,0.08477169275283813,6
79,0.028761628083884716,0.07641582936048508,6
80,0.029000465447704,0.07488386332988739,6
81,0.02802278349796931,0.08713751286268234,6
82,0.024938156673063833,0.07981105148792267,6
83,0.026875914850582678,0.08053771406412125,6
84,0.030501707922667265,0.08788623660802841,6
85,0.02675514528527856,0.08055415749549866,6
86,0.031391702902813755,0.07757610827684402,6
87,0.027547525086750586,0.07766261696815491,6
88,0.026598084873209398,0.07298827916383743,6
89,0.03004052583128214,0.0874183177947998,6
90,0.026655175257474184,0.07821280509233475,6
91,0.026391554158180952,0.08069104701280594,6
92,0.02331457535425822,0.07887756824493408,6
93,0.028922533228372533,0.08193975687026978,6
94,0.029855526362856228,0.08283241093158722,6
95,0.02551374165341258,0.08199293166399002,6
96,0.024358473097284634,0.08508133888244629,6
97,0.023019912807891767,0.08358985930681229,6
98,0.024067826724300783,0.0715528205037117,6
99,0.024462181298683088,0.08373415470123291,6
100,0.02679149837543567,0.08427542448043823,6
101,0.022815614007413387,0.08195210248231888,6
102,0.028005287516862154,0.07773613184690475,6
103,0.026190572107831638,0.07879328727722168,6
104,0.02767612210785349,0.08094466477632523,6
105,0.02433925463507573,0.08207514882087708,6
106,0.02411487838253379,0.07892706245183945,6
107,0.029428222837547462,0.08331041783094406,6
108,0.026099473936483264,0.07988268882036209,6
109,0.025802456463376682,0.0785461887717247,6
110,0.02805860371639331,0.07848075777292252,6
111,0.025169102164606254,0.07670773565769196,6
112,0.022698386417080958,0.08109696954488754,6
113,0.024531478295102715,0.0793832540512085,6
114,0.023783409191916387,0.07531783729791641,6
115,0.025084231824924547,0.07850902527570724,6
116,0.024308957469960053,0.0797794833779335,6
117,0.024995765493561823,0.07575684785842896,6
118,0.03070071463783582,0.07556364685297012,6
119,0.021888409663612645,0.08524083346128464,6
120,0.022089191246777773,0.07432514429092407,6
121,0.028553126535067957,0.08640223741531372,6
122,0.02431996096856892,0.07334201782941818,6
123,0.026021905553837616,0.0864325538277626,6
124,0.022454678469027083,0.0734541043639183,6
125,0.024198076998194058,0.08725211769342422,6
126,0.02730826645468672,0.07118313014507294,6
127,0.024157538854827482,0.07183327525854111,6
128,0.024640012222031753,0.0841582641005516,6
129,0.0210394817404449,0.08440665155649185,6
130,0.021143227815628052,0.07786053419113159,6
131,0.02089004699761669,0.07602492719888687,6
132,0.021975769738977153,0.0802994892001152,6
133,0.022169326587269705,0.08620842546224594,6
134,0.023351340477044385,0.07846734672784805,6
135,0.020850457018241286,0.08243267238140106,6
136,0.025725656809906166,0.08774914592504501,6
137,0.025236504230027396,0.0792318806052208,6
138,0.017756821277240913,0.07779816538095474,6
139,0.026384457868213456,0.08088920265436172,6
140,0.027340807331105072,0.07404070347547531,6
141,0.0224473193132629,0.07937384396791458,6
142,0.02316367890064915,0.08652368932962418,6
143,0.019746967824175954,0.07196436077356339,6
144,0.023915042479832966,0.0774732157588005,6
145,0.02467968702937166,0.07960644364356995,6
146,0.020567989597717922,0.08181490749120712,6
147,0.021469234411294263,0.07736478000879288,6
148,0.023167880329613883,0.07360301911830902,6
149,0.026224885291109484,0.07945903390645981,6
150,0.018746438591430586,0.07809291034936905,6
151,0.021797063139577705,0.07334990799427032,6
152,0.01976691357170542,0.0795854702591896,6
153,0.024747652933001518,0.07912018895149231,6
154,0.02242122512931625,0.07733665406703949,6
1,0.27936598314688754,0.45239201188087463,7
2,0.1539598239155916,0.38774415850639343,7
3,0.1161614811191192,0.24928884208202362,7
4,0.09877789192474805,0.21641238033771515,7
5,0.09456970514013217,0.20154736936092377,7
6,0.0851138520699281,0.1746826171875,7
7,0.07968906313180923,0.16055938601493835,7
8,0.07207250107939427,0.15271663665771484,7
9,0.06910226551386026,0.13438664376735687,7
10,0.06664581625507428,0.15890033543109894,7
11,0.07228959982211773,0.11430564522743225,7
12,0.060794784472538874,0.11447092145681381,7
13,0.05913439880196865,0.10004811733961105,7
14,0.06036591673126587,0.09890735149383545,7
15,0.05459770245047716,0.10117128491401672,7
16,0.05121227468435581,0.090172678232193,7
17,0.05583463408626043,0.08996782451868057,7
18,0.05006996255654555,0.11319098621606827,7
19,0.04974759713961528,0.08363103866577148,7
20,0.04666460506044901,0.09127596020698547,7
21,0.052280825204574145,0.08581753820180893,7
22,0.05095130778276003,0.08641546219587326,7
23,0.04539503529667854,0.09035252779722214,7
24,0.04458758607506752,0.06775205582380295,7
25,0.04258994156351456,0.07379407435655594,7
26,0.05183672303190598,0.10289385169744492,7
27,0.0448499470949173,0.07450983673334122,7
28,0.04007617083306496,0.06740125268697739,7
29,0.04612771221078359,0.06712843477725983,7
30,0.04594451002776623,0.07897225767374039,7
31,0.04921414215977375,0.06987560540437698,7
32,0.04255804018332408,0.06299326568841934,7
33,0.04208968909314045,0.07528530061244965,7
34,0.03915817448152946,0.05907850340008736,7
35,0.04155195074585768,0.05489930137991905,7
36,0.0371519375879031,0.054420966655015945,7
37,0.03615547243792277,0.061135679483413696,7
38,0.03964508726046635,0.048374276608228683,7
39,0.03837043877977591,0.05718778446316719,7
40,0.0350199847553785,0.043296027928590775,7
41,0.039070737906373464,0.05601343512535095,7
42,0.036427636845753744,0.05557618662714958,7
43,0.03346775730068867,0.0470343716442585,7
44,0.03520762032041183,0.04373503848910332,7
45,0.039170223503158644,0.05722293257713318,7
46,0.04043696720439654,0.05568905547261238,7
47,0.040062679980809875,0.04963146522641182,7
48,0.036944663152098656,0.061538081616163254,7
49,0.0329402769700839,0.044889360666275024,7
50,0.034220357067309894,0.03981700539588928,7
51,0.03149748865801554,0.03987353667616844,7
52,0.034829142288519785,0.05932469293475151,7
53,0.03425736610706036,0.03851206600666046,7
54,0.031776416330383375,0.047747742384672165,7
55,0.0349555120158654,0.04613885283470154,7
56,0.034444668115331575,0.05644100904464722,7
57,0.03332047930990274,0.03922242671251297,7
58,0.03102469601883338,0.047766417264938354,7
59,0.035262930851716265,0.04052714630961418,7
60,0.0316263809800148,0.04139545559883118,7
61,0.02945854042011958,0.035835422575473785,7
62,0.035482695182928674,0.03805195167660713,7
63,0.030560179685170833,0.04192045331001282,7
64,0.031922245828004986,0.04253216087818146,7
65,0.0356327503059919,0.04014156013727188,7
66,0.028781607603797547,0.04184797778725624,7
67,0.03468109051195475,0.039629317820072174,7
68,0.03516042218185388,0.044526200741529465,7
69,0.03155852238146158,0.04168006777763367,7
70,0.030305455940274093,0.0440930612385273,7
71,0.027945691576370828,0.047122370451688766,7
72,0.033457447989628866,0.04129000008106232,7
73,0.027178985281632498,0.03936193883419037,7
74,0.03152066598144861,0.050933629274368286,7
75,0.028605541930748865,0.04202835261821747,7
76,0.035469755387076966,0.04053438827395439,7
77,0.027296702305857953,0.042903393507003784,7
78,0.027485341836626712,0.03942948579788208,7
79,0.0239899753091427,0.0454694889485836,7
80,0.024511444740570508,0.04138732701539993,7
81,0.031959104853180736,0.0360771082341671,7
82,0.028588613065389488,0.040158968418836594,7
83,0.028881630931909267,0.03922949731349945,7
84,0.030492384273272295,0.047053396701812744,7
85,0.025226837740494654,0.047466713935136795,7
86,0.023833454514925297,0.039048802107572556,7
87,0.03323384001851082,0.04105754941701889,7
88,0.02830643880252655,0.035285621881484985,7
89,0.028875593239298232,0.03293907269835472,7
90,0.02646455727517605,0.03463558480143547,7
91,0.0294114829112704,0.0394463948905468,7
92,0.03204894954195389,0.03732048347592354,7
93,0.024593638972594187,0.037476662546396255,7
94,0.030067777117857568,0.049639731645584106,7
95,0.028662961836044606,0.036845918744802475,7
96,0.028801964022792302,0.03963698074221611,7
97,0.026037675256912526,0.0434606671333313,7
98,0.027188986539840698,0.04515239968895912,7
99,0.028718300450306673,0.03840804845094681,7
100,0.02593712150477446,0.03679617866873741,7
101,0.029280886197319396,0.03736912086606026,7
102,0.025775127112865448,0.039379656314849854,7
103,0.023601650475309446,0.04289844259619713,7
104,0.028686236303586226,0.033981915563344955,7
105,0.025580811959046584,0.03643720597028732,7
106,0.0211709552229597,0.03536723181605339,7
107,0.027784548699855804,0.03929160162806511,7
108,0.021995517496879283,0.03370822221040726,7
109,0.025137147364708092,0.03266220539808273,7
110,0.025981593733796708,0.03694900870323181,7
111,0.02425676455291418,0.03325618430972099,7
112,0.027347115369943473,0.044742003083229065,7
113,0.03530501918150829,0.03496741130948067,7
114,0.02532795243538343,0.036457713693380356,7
115,0.022048691287636757,0.03469577059149742,7
116,0.02447169145139364,0.04577205702662468,7
117,0.029703212472108696,0.03447548672556877,7
118,0.02295455766411928,0.03125431016087532,7
119,0.03113274433864997,0.044262055307626724,7
120,0.025128710012023266,0.039716046303510666,7
121,0.02444882246737297,0.03499216586351395,7
122,0.02449572466027278,0.042059991508722305,7
123,0.021789247814852458,0.035600412636995316,7
124,0.02372214921678488,0.034111641347408295,7
125,0.02446573585844957,0.042171020060777664,7
126,0.030268750798243742,0.03420576453208923,7
127,0.02856869135911648,0.03801443800330162,7
128,0.023385186321460284,0.03178154304623604,7
129,0.02529395600924125,0.038225892931222916,7
130,0.024725227115245964,0.036325886845588684,7
131,0.024628438915197667,0.03495383262634277,7
132,0.023973052748120748,0.03243180736899376,7
133,0.02470654843804928,0.03473024442791939,7
134,0.028174516888192065,0.03438872471451759,7
135,0.025100423596226253,0.031010786071419716,7
136,0.021209390404132698,0.02979741059243679,7
137,0.03077090373979165,0.030509280040860176,7
138,0.021182807448964853,0.030137764289975166,7
139,0.019186051132587287,0.036626312881708145,7
140,0.025338210308781035,0.03279893845319748,7
141,0.025323799882943813,0.030271222814917564,7
142,0.02743269495952588,0.03259306773543358,7
143,0.021648805731764205,0.03262673318386078,7
144,0.027896579569922045,0.03396592661738396,7
145,0.028850386635615274,0.0365695096552372,7
146,0.023349493741989136,0.036453474313020706,7
147,0.023443460607757934,0.03378530964255333,7
148,0.0206350633301414,0.03307056799530983,7
149,0.024504387034819677,0.03603319823741913,7
150,0.02728966401460079,0.03556555137038231,7
151,0.020962658409888927,0.04032156616449356,7
152,0.025166169955180243,0.04029671847820282,7
153,0.024124087407611884,0.03569760546088219,7
154,0.02437891302487025,0.037466540932655334,7
155,0.02562513560629808,0.03776560351252556,7
156,0.02280131899393522,0.03404125198721886,7
157,0.020440751901612833,0.035012438893318176,7
158,0.018156624040924586,0.03323692828416824,7
159,0.027044927916274622,0.03423725441098213,7
160,0.02516889486175317,0.03438924625515938,7
161,0.025491525848897603,0.03620654344558716,7
162,0.02066374706247678,0.04284859821200371,7
163,0.025169035849662926,0.03834350034594536,7
164,0.023026016970666554,0.03462784364819527,7
1,0.2570337365780558,0.3401120901107788,8
2,0.14385997823306493,0.19310201704502106,8
3,0.1170912507389273,0.18428081274032593,8
4,0.10827474615403584,0.17726515233516693,8
5,0.0929038833294596,0.16563411056995392,8
6,0.08250705099531583,0.19428175687789917,8
7,0.0806643111365182,0.18876011669635773,8
8,0.08686601796320506,0.19139552116394043,8
9,0.07632967829704285,0.19823403656482697,8
10,0.07019778208008834,0.17318487167358398,8
11,0.06177563672619207,0.16841433942317963,8
12,0.06695543575499739,0.183408722281456,8
13,0.05846633283155305,0.19355519115924835,8
14,0.07236049696803093,0.18395178020000458,8
15,0.06239196977445057,0.20286627113819122,8
16,0.05980597489646503,0.1757192760705948,8
17,0.056385238255773275,0.2016056627035141,8
18,0.05414184555411339,0.18408246338367462,8
19,0.06680323289973396,0.18110080063343048,8
20,0.05569782108068466,0.17381064593791962,8
21,0.058169828461749215,0.17891554534435272,8
22,0.07300640935344356,0.17407186329364777,8
23,0.06001950693981988,0.1758815199136734,8
24,0.05687522196343967,0.18762902915477753,8
25,0.0475452220333474,0.17989599704742432,8
26,0.047108247610075135,0.1855076104402542,8
27,0.05505130479910544,0.19286172091960907,8
28,0.05092221764581544,0.18140749633312225,8
29,0.05134559396122183,0.17700976133346558,8
30,0.04944445751607418,0.1819753795862198,8
31,0.043783435598015785,0.17525149881839752,8
32,0.04407444077410868,0.16692687571048737,8
33,0.05213457465703998,0.19147814810276031,8
1,0.2823679308806147,0.5628478527069092,9
2,0.1463612195636545,0.43732795119285583,9
3,0.11667564617736,0.4065919816493988,9
4,0.10344177644167628,0.35379019379615784,9
5,0.09379446932247706,0.3361305892467499,9
6,0.08258637998785291,0.3241800367832184,9
7,0.08247907433126654,0.3221219480037689,9
8,0.07603777013719082,0.32772839069366455,9
9,0.07102596201002598,0.31742680072784424,9
10,0.06351581348904542,0.3181174695491791,9
11,0.07056957403463977,0.3114931583404541,9
12,0.06652218023581165,0.3006693422794342,9
13,0.06263956826712404,0.2912750542163849,9
14,0.056597218715718815,0.29206812381744385,9
15,0.05477086906986577,0.3036186397075653,9
16,0.058519858068653514,0.282943457365036,9
17,0.05486941124711718,0.30530235171318054,9
18,0.049274516691054614,0.28993380069732666,9
19,0.05020154480423246,0.2990008294582367,9
20,0.04885312249617917,0.29000577330589294,9
21,0.045404089614748955,0.29171937704086304,9
22,0.04591681542141097,0.2732795774936676,9
23,0.04577003100088665,0.2748633325099945,9
24,0.04218614261065211,0.29168981313705444,9
25,0.04124587747667517,0.2799260914325714,9
26,0.0423620202179466,0.28967922925949097,9
27,0.04382929844515664,0.2764750123023987,9
28,0.043603338567273955,0.2829865515232086,9
29,0.041020830028823445,0.29383644461631775,9
30,0.03794744650700262,0.27561795711517334,9
31,0.03683719305055482,0.2864970862865448,9
32,0.04417376512927668,0.28212693333625793,9
33,0.040287364673401625,0.2799490988254547,9
34,0.04006289890302079,0.2903987765312195,9
35,0.03981521699045386,0.2893383800983429,9
36,0.0402883022491421,0.29856106638908386,9
37,0.03841299976089171,0.28418514132499695,9
38,0.033551317905741077,0.28671786189079285,9
39,0.03660689959568637,0.2849157154560089,9
40,0.03505624923855066,0.2972339391708374,9
41,0.03768762919519629,0.26887986063957214,9
42,0.0358844410095896,0.28024765849113464,9
43,0.03664311420704637,0.2888015806674957,9
44,0.03552091946559293,0.2831438183784485,9
