config,fold_count,mean_val_MAE,std_val_MAE,min_val_MAE,max_val_MAE,mean_val_RMSE,mean_val_R2,mean_val_bias
ffnn_huber_128_64,23,14.482558135986329,8.08693028376246,5.379678975741068,33.9090458202362,21.674514091814952,0.6746853986253133,-0.2654498860455939
ffnn_mse_128_64,23,16.161746848216957,9.201651588854753,5.763903462092081,39.08497337500254,22.818729959062797,0.6367999687984858,-0.764118696641231
ffnn_huber_64_32,23,15.079050381218181,7.329101411397407,5.642817417780559,31.309682367642722,21.90281647762267,0.6221160587548374,-1.7914846921312633
